max_depth	min_split	minbucket	cp	ganancia_promedio
10	1000	0.25	-0.6	49292000
10	1000	0.25	-0.5	49292000
10	1000	0.25	-0.4	49292000
10	1000	0.25	-0.3	49292000
10	1000	0.25	-0.2	49292000
10	1000	0.25	-0.1	49292000
10	1000	0.25	0	0
10	1000	0.25	0.1	0
10	1000	0.25	0.2	0
10	1000	0.25	0.3	0
10	1000	0.25	0.4	0
10	1000	0.25	0.5	0
10	1000	0.25	0.6	0
10	1000	0.25	0.7	0
10	1000	0.25	0.8	0
10	1000	0.25	0.9	0
10	1000	0.3	-0.9	48398000
10	1000	0.3	-0.8	48398000
10	1000	0.3	-0.7	48398000
10	1000	0.3	-0.6	48398000
10	1000	0.3	-0.5	48398000
10	1000	0.3	-0.4	48398000
10	1000	0.3	-0.3	48398000
10	1000	0.3	-0.2	48398000
10	1000	0.3	-0.1	48398000
10	1000	0.3	0	0
10	1000	0.3	0.1	0
10	1000	0.3	0.2	0
10	1000	0.3	0.3	0
10	1000	0.3	0.4	0
10	1000	0.3	0.5	0
10	1000	0.3	0.6	0
10	1000	0.3	0.7	0
10	1000	0.3	0.8	0
10	1000	0.3	0.9	0
10	1000	0.35	-0.9	49398000
10	1000	0.35	-0.8	49398000
10	1000	0.35	-0.7	49398000
10	1000	0.35	-0.6	49398000
10	1000	0.35	-0.5	49398000
10	1000	0.35	-0.4	49398000
10	1000	0.35	-0.3	49398000
10	1000	0.35	-0.2	49398000
10	1000	0.35	-0.1	49398000
10	1000	0.35	0	0
10	1000	0.35	0.1	0
10	1000	0.35	0.2	0
10	1000	0.35	0.3	0
10	1000	0.35	0.4	0
10	1000	0.35	0.5	0
10	1000	0.35	0.6	0
10	1000	0.35	0.7	0
10	1000	0.35	0.8	0
10	1000	0.35	0.9	0
10	1000	0.4	-0.9	48060000
10	1000	0.4	-0.8	48060000
10	1000	0.4	-0.7	48060000
10	1000	0.4	-0.6	48060000
10	1000	0.4	-0.5	48060000
10	1000	0.4	-0.4	48060000
10	1000	0.4	-0.3	48060000
10	1000	0.4	-0.2	48060000
10	1000	0.4	-0.1	48060000
10	1000	0.4	0	0
10	1000	0.4	0.1	0
10	1000	0.4	0.2	0
10	1000	0.4	0.3	0
10	1000	0.4	0.4	0
10	1000	0.4	0.5	0
10	1000	0.4	0.6	0
10	1000	0.4	0.7	0
10	1000	0.4	0.8	0
10	1000	0.4	0.9	0
10	1000	0.45	-0.9	48982000
10	1000	0.45	-0.8	48982000
10	1000	0.45	-0.7	48982000
10	1000	0.45	-0.6	48982000
10	1000	0.45	-0.5	48982000
10	1000	0.45	-0.4	48982000
10	1000	0.45	-0.3	48982000
10	1000	0.45	-0.2	48982000
10	1000	0.45	-0.1	48982000
10	1000	0.45	0	0
10	1000	0.45	0.1	0
10	1000	0.45	0.2	0
10	1000	0.45	0.3	0
10	1000	0.45	0.4	0
10	1000	0.45	0.5	0
10	1000	0.45	0.6	0
10	1000	0.45	0.7	0
10	1000	0.45	0.8	0
10	1000	0.45	0.9	0
10	1000	0.5	-0.9	48364000
10	1000	0.5	-0.8	48364000
10	1000	0.5	-0.7	48364000
10	1000	0.5	-0.6	48364000
10	1000	0.5	-0.5	48364000
10	1000	0.5	-0.4	48364000
10	1000	0.5	-0.3	48364000
10	1000	0.5	-0.2	48364000
10	1000	0.5	-0.1	48364000
10	1000	0.5	0	0
10	1000	0.5	0.1	0
10	1000	0.5	0.2	0
10	1000	0.5	0.3	0
10	1000	0.5	0.4	0
10	1000	0.5	0.5	0
10	1000	0.5	0.6	0
10	1000	0.5	0.7	0
10	1000	0.5	0.8	0
10	1000	0.5	0.9	0
10	800	0.1	-0.9	46132000
10	800	0.1	-0.8	46132000
10	800	0.1	-0.7	46132000
10	800	0.1	-0.6	46132000
10	800	0.1	-0.5	46132000
10	800	0.1	-0.4	46132000
10	800	0.1	-0.3	46132000
10	800	0.1	-0.2	46132000
10	800	0.1	-0.1	46132000
10	800	0.1	0	0
10	800	0.1	0.1	0
10	800	0.1	0.2	0
10	800	0.1	0.3	0
10	800	0.1	0.4	0
10	800	0.1	0.5	0
10	800	0.1	0.6	0
10	800	0.1	0.7	0
10	800	0.1	0.8	0
10	800	0.1	0.9	0
10	800	0.15	-0.9	46306000
10	800	0.15	-0.8	46306000
10	800	0.15	-0.7	46306000
10	800	0.15	-0.6	46306000
10	800	0.15	-0.5	46306000
10	800	0.15	-0.4	46306000
10	800	0.15	-0.3	46306000
10	800	0.15	-0.2	46306000
10	800	0.15	-0.1	46306000
10	800	0.15	0	0
10	800	0.15	0.1	0
10	800	0.15	0.2	0
10	800	0.15	0.3	0
10	800	0.15	0.4	0
10	800	0.15	0.5	0
10	800	0.15	0.6	0
10	800	0.15	0.7	0
10	800	0.15	0.8	0
10	800	0.15	0.9	0
10	800	0.2	-0.9	48046000
10	800	0.2	-0.8	48046000
10	800	0.2	-0.7	48046000
10	800	0.2	-0.6	48046000
10	800	0.2	-0.5	48046000
10	800	0.2	-0.4	48046000
10	800	0.2	-0.3	48046000
10	800	0.2	-0.2	48046000
10	800	0.2	-0.1	48046000
10	800	0.2	0	0
10	800	0.2	0.1	0
10	800	0.2	0.2	0
10	800	0.2	0.3	0
10	800	0.2	0.4	0
10	800	0.2	0.5	0
10	800	0.2	0.6	0
10	800	0.2	0.7	0
10	800	0.2	0.8	0
10	800	0.2	0.9	0
10	800	0.25	-0.9	48334000
10	800	0.25	-0.8	48334000
10	800	0.25	-0.7	48334000
10	800	0.25	-0.6	48334000
10	800	0.25	-0.5	48334000
10	800	0.25	-0.4	48334000
10	800	0.25	-0.3	48334000
10	800	0.25	-0.2	48334000
10	800	0.25	-0.1	48334000
10	800	0.25	0	0
10	800	0.25	0.1	0
10	800	0.25	0.2	0
10	800	0.25	0.3	0
10	800	0.25	0.4	0
10	800	0.25	0.5	0
10	800	0.25	0.6	0
10	800	0.25	0.7	0
10	800	0.25	0.8	0
10	800	0.25	0.9	0
10	800	0.3	-0.9	49164000
10	800	0.3	-0.8	49164000
10	800	0.3	-0.7	49164000
10	800	0.3	-0.6	49164000
10	800	0.3	-0.5	49164000
10	800	0.3	-0.4	49164000
10	800	0.3	-0.3	49164000
10	800	0.3	-0.2	49164000
10	800	0.3	-0.1	49164000
10	800	0.3	0	0
10	800	0.3	0.1	0
10	800	0.3	0.2	0
10	800	0.3	0.3	0
10	800	0.3	0.4	0
10	800	0.3	0.5	0
10	800	0.3	0.6	0
10	800	0.3	0.7	0
10	800	0.3	0.8	0
10	800	0.3	0.9	0
10	800	0.35	-0.9	48318000
10	800	0.35	-0.8	48318000
10	800	0.35	-0.7	48318000
10	800	0.35	-0.6	48318000
10	800	0.35	-0.5	48318000
10	800	0.35	-0.4	48318000
10	800	0.35	-0.3	48318000
10	800	0.35	-0.2	48318000
10	800	0.35	-0.1	48318000
10	800	0.35	0	0
10	800	0.35	0.1	0
10	800	0.35	0.2	0
10	800	0.35	0.3	0
10	800	0.35	0.4	0
10	800	0.35	0.5	0
10	800	0.35	0.6	0
10	800	0.35	0.7	0
10	800	0.35	0.8	0
10	800	0.35	0.9	0
10	800	0.4	-0.9	49048000
10	800	0.4	-0.8	49048000
10	800	0.4	-0.7	49048000
10	800	0.4	-0.6	49048000
10	800	0.4	-0.5	49048000
10	800	0.4	-0.4	49048000
10	800	0.4	-0.3	49048000
10	800	0.4	-0.2	49048000
10	800	0.4	-0.1	49048000
10	800	0.4	0	0
10	800	0.4	0.1	0
10	800	0.4	0.2	0
10	800	0.4	0.3	0
10	800	0.4	0.4	0
10	800	0.4	0.5	0
10	800	0.4	0.6	0
10	800	0.4	0.7	0
10	800	0.4	0.8	0
10	800	0.4	0.9	0
10	800	0.45	-0.9	48296000
10	800	0.45	-0.8	48296000
10	800	0.45	-0.7	48296000
10	800	0.45	-0.6	48296000
10	800	0.45	-0.5	48296000
10	800	0.45	-0.4	48296000
10	800	0.45	-0.3	48296000
10	800	0.45	-0.2	48296000
10	800	0.45	-0.1	48296000
10	800	0.45	0	0
10	800	0.45	0.1	0
10	800	0.45	0.2	0
10	800	0.45	0.3	0
10	800	0.45	0.4	0
10	800	0.45	0.5	0
10	800	0.45	0.6	0
10	800	0.45	0.7	0
10	800	0.45	0.8	0
10	800	0.45	0.9	0
10	800	0.5	-0.9	47210000
10	800	0.5	-0.8	47210000
10	800	0.5	-0.7	47210000
10	800	0.5	-0.6	47210000
10	800	0.5	-0.5	47210000
10	800	0.5	-0.4	47210000
10	800	0.5	-0.3	47210000
10	800	0.5	-0.2	47210000
10	800	0.5	-0.1	47210000
10	800	0.5	0	0
10	800	0.5	0.1	0
10	800	0.5	0.2	0
10	800	0.5	0.3	0
10	800	0.5	0.4	0
10	800	0.5	0.5	0
10	800	0.5	0.6	0
10	800	0.5	0.7	0
10	800	0.5	0.8	0
10	800	0.5	0.9	0
10	600	0.1	-0.9	47316000
10	600	0.1	-0.8	47316000
10	600	0.1	-0.7	47316000
10	600	0.1	-0.6	47316000
10	600	0.1	-0.5	47316000
10	600	0.1	-0.4	47316000
10	600	0.1	-0.3	47316000
10	600	0.1	-0.2	47316000
10	600	0.1	-0.1	47316000
10	600	0.1	0	0
10	600	0.1	0.1	0
10	600	0.1	0.2	0
10	600	0.1	0.3	0
10	600	0.1	0.4	0
10	600	0.1	0.5	0
10	600	0.1	0.6	0
10	600	0.1	0.7	0
10	600	0.1	0.8	0
10	600	0.1	0.9	0
10	600	0.15	-0.9	46006000
10	600	0.15	-0.8	46006000
10	600	0.15	-0.7	46006000
10	600	0.15	-0.6	46006000
10	600	0.15	-0.5	46006000
10	600	0.15	-0.4	46006000
10	600	0.15	-0.3	46006000
10	600	0.15	-0.2	46006000
10	600	0.15	-0.1	46006000
10	600	0.15	0	0
10	600	0.15	0.1	0
10	600	0.15	0.2	0
10	600	0.15	0.3	0
10	600	0.15	0.4	0
10	600	0.15	0.5	0
10	600	0.15	0.6	0
10	600	0.15	0.7	0
10	600	0.15	0.8	0
10	600	0.15	0.9	0
10	600	0.2	-0.9	45594000
10	600	0.2	-0.8	45594000
10	600	0.2	-0.7	45594000
10	600	0.2	-0.6	45594000
10	600	0.2	-0.5	45594000
10	600	0.2	-0.4	45594000
10	600	0.2	-0.3	45594000
10	600	0.2	-0.2	45594000
10	600	0.2	-0.1	45594000
10	600	0.2	0	0
10	600	0.2	0.1	0
10	600	0.2	0.2	0
10	600	0.2	0.3	0
10	600	0.2	0.4	0
10	600	0.2	0.5	0
10	600	0.2	0.6	0
10	600	0.2	0.7	0
10	600	0.2	0.8	0
10	600	0.2	0.9	0
10	600	0.25	-0.9	47530000
10	600	0.25	-0.8	47530000
10	600	0.25	-0.7	47530000
10	600	0.25	-0.6	47530000
10	600	0.25	-0.5	47530000
10	600	0.25	-0.4	47530000
10	600	0.25	-0.3	47530000
10	600	0.25	-0.2	47530000
10	600	0.25	-0.1	47530000
10	600	0.25	0	0
10	600	0.25	0.1	0
10	600	0.25	0.2	0
10	600	0.25	0.3	0
10	600	0.25	0.4	0
10	600	0.25	0.5	0
10	600	0.25	0.6	0
10	600	0.25	0.7	0
10	600	0.25	0.8	0
10	600	0.25	0.9	0
10	600	0.3	-0.9	46842000
10	600	0.3	-0.8	46842000
10	600	0.3	-0.7	46842000
10	600	0.3	-0.6	46842000
10	600	0.3	-0.5	46842000
10	600	0.3	-0.4	46842000
10	600	0.3	-0.3	46842000
10	600	0.3	-0.2	46842000
10	600	0.3	-0.1	46842000
10	600	0.3	0	0
10	600	0.3	0.1	0
10	600	0.3	0.2	0
10	600	0.3	0.3	0
10	600	0.3	0.4	0
10	600	0.3	0.5	0
10	600	0.3	0.6	0
10	600	0.3	0.7	0
10	600	0.3	0.8	0
10	600	0.3	0.9	0
10	600	0.35	-0.9	48978000
10	600	0.35	-0.8	48978000
10	600	0.35	-0.7	48978000
10	600	0.35	-0.6	48978000
10	600	0.35	-0.5	48978000
10	600	0.35	-0.4	48978000
10	600	0.35	-0.3	48978000
10	600	0.35	-0.2	48978000
10	600	0.35	-0.1	48978000
10	600	0.35	0	0
10	600	0.35	0.1	0
10	600	0.35	0.2	0
10	600	0.35	0.3	0
10	600	0.35	0.4	0
10	600	0.35	0.5	0
10	600	0.35	0.6	0
10	600	0.35	0.7	0
10	600	0.35	0.8	0
10	600	0.35	0.9	0
10	600	0.4	-0.9	49094000
10	600	0.4	-0.8	49094000
10	600	0.4	-0.7	49094000
10	600	0.4	-0.6	49094000
10	600	0.4	-0.5	49094000
10	600	0.4	-0.4	49094000
10	600	0.4	-0.3	49094000
10	600	0.4	-0.2	49094000
10	600	0.4	-0.1	49094000
10	600	0.4	0	0
10	600	0.4	0.1	0
10	600	0.4	0.2	0
10	600	0.4	0.3	0
10	600	0.4	0.4	0
10	600	0.4	0.5	0
10	600	0.4	0.6	0
10	600	0.4	0.7	0
10	600	0.4	0.8	0
10	600	0.4	0.9	0
10	600	0.45	-0.9	47904000
10	600	0.45	-0.8	47904000
10	600	0.45	-0.7	47904000
10	600	0.45	-0.6	47904000
10	600	0.45	-0.5	47904000
10	600	0.45	-0.4	47904000
10	600	0.45	-0.3	47904000
10	600	0.45	-0.2	47904000
10	600	0.45	-0.1	47904000
10	600	0.45	0	0
10	600	0.45	0.1	0
10	600	0.45	0.2	0
10	600	0.45	0.3	0
10	600	0.45	0.4	0
10	600	0.45	0.5	0
10	600	0.45	0.6	0
10	600	0.45	0.7	0
10	600	0.45	0.8	0
10	600	0.45	0.9	0
10	600	0.5	-0.9	47142000
10	600	0.5	-0.8	47142000
10	600	0.5	-0.7	47142000
10	600	0.5	-0.6	47142000
10	600	0.5	-0.5	47142000
10	600	0.5	-0.4	47142000
10	600	0.5	-0.3	47142000
10	600	0.5	-0.2	47142000
10	600	0.5	-0.1	47142000
10	600	0.5	0	0
10	600	0.5	0.1	0
10	600	0.5	0.2	0
10	600	0.5	0.3	0
10	600	0.5	0.4	0
10	600	0.5	0.5	0
10	600	0.5	0.6	0
10	600	0.5	0.7	0
10	600	0.5	0.8	0
10	600	0.5	0.9	0
10	400	0.1	-0.9	45544000
10	400	0.1	-0.8	45544000
10	400	0.1	-0.7	45544000
10	400	0.1	-0.6	45544000
10	400	0.1	-0.5	45544000
10	400	0.1	-0.4	45544000
10	400	0.1	-0.3	45544000
10	400	0.1	-0.2	45544000
10	400	0.1	-0.1	45544000
10	400	0.1	0	0
10	400	0.1	0.1	0
10	400	0.1	0.2	0
10	400	0.1	0.3	0
10	400	0.1	0.4	0
10	400	0.1	0.5	0
10	400	0.1	0.6	0
10	400	0.1	0.7	0
10	400	0.1	0.8	0
10	400	0.1	0.9	0
10	400	0.15	-0.9	45994000
10	400	0.15	-0.8	45994000
10	400	0.15	-0.7	45994000
10	400	0.15	-0.6	45994000
10	400	0.15	-0.5	45994000
10	400	0.15	-0.4	45994000
10	400	0.15	-0.3	45994000
10	400	0.15	-0.2	45994000
10	400	0.15	-0.1	45994000
10	400	0.15	0	0
10	400	0.15	0.1	0
10	400	0.15	0.2	0
10	400	0.15	0.3	0
10	400	0.15	0.4	0
10	400	0.15	0.5	0
10	400	0.15	0.6	0
10	400	0.15	0.7	0
10	400	0.15	0.8	0
10	400	0.15	0.9	0
10	400	0.2	-0.9	45394000
10	400	0.2	-0.8	45394000
10	400	0.2	-0.7	45394000
10	400	0.2	-0.6	45394000
10	400	0.2	-0.5	45394000
10	400	0.2	-0.4	45394000
10	400	0.2	-0.3	45394000
10	400	0.2	-0.2	45394000
10	400	0.2	-0.1	45394000
10	400	0.2	0	0
10	400	0.2	0.1	0
10	400	0.2	0.2	0
10	400	0.2	0.3	0
10	400	0.2	0.4	0
10	400	0.2	0.5	0
10	400	0.2	0.6	0
10	400	0.2	0.7	0
10	400	0.2	0.8	0
10	400	0.2	0.9	0
10	400	0.25	-0.9	43906000
10	400	0.25	-0.8	43906000
10	400	0.25	-0.7	43906000
10	400	0.25	-0.6	43906000
10	400	0.25	-0.5	43906000
10	400	0.25	-0.4	43906000
10	400	0.25	-0.3	43906000
10	400	0.25	-0.2	43906000
10	400	0.25	-0.1	43906000
10	400	0.25	0	0
10	400	0.25	0.1	0
10	400	0.25	0.2	0
10	400	0.25	0.3	0
10	400	0.25	0.4	0
10	400	0.25	0.5	0
10	400	0.25	0.6	0
10	400	0.25	0.7	0
10	400	0.25	0.8	0
10	400	0.25	0.9	0
10	400	0.3	-0.9	44506000
10	400	0.3	-0.8	44506000
10	400	0.3	-0.7	44506000
10	400	0.3	-0.6	44506000
10	400	0.3	-0.5	44506000
10	400	0.3	-0.4	44506000
10	400	0.3	-0.3	44506000
10	400	0.3	-0.2	44506000
10	400	0.3	-0.1	44506000
10	400	0.3	0	0
10	400	0.3	0.1	0
10	400	0.3	0.2	0
10	400	0.3	0.3	0
10	400	0.3	0.4	0
10	400	0.3	0.5	0
10	400	0.3	0.6	0
10	400	0.3	0.7	0
10	400	0.3	0.8	0
10	400	0.3	0.9	0
10	400	0.35	-0.9	45706000
10	400	0.35	-0.8	45706000
10	400	0.35	-0.7	45706000
10	400	0.35	-0.6	45706000
10	400	0.35	-0.5	45706000
10	400	0.35	-0.4	45706000
10	400	0.35	-0.3	45706000
10	400	0.35	-0.2	45706000
10	400	0.35	-0.1	45706000
10	400	0.35	0	0
10	400	0.35	0.1	0
10	400	0.35	0.2	0
10	400	0.35	0.3	0
10	400	0.35	0.4	0
10	400	0.35	0.5	0
10	400	0.35	0.6	0
10	400	0.35	0.7	0
10	400	0.35	0.8	0
10	400	0.35	0.9	0
10	400	0.4	-0.9	46632000
10	400	0.4	-0.8	46632000
10	400	0.4	-0.7	46632000
10	400	0.4	-0.6	46632000
10	400	0.4	-0.5	46632000
10	400	0.4	-0.4	46632000
10	400	0.4	-0.3	46632000
10	400	0.4	-0.2	46632000
10	400	0.4	-0.1	46632000
10	400	0.4	0	0
10	400	0.4	0.1	0
10	400	0.4	0.2	0
10	400	0.4	0.3	0
10	400	0.4	0.4	0
10	400	0.4	0.5	0
10	400	0.4	0.6	0
10	400	0.4	0.7	0
10	400	0.4	0.8	0
10	400	0.4	0.9	0
10	400	0.45	-0.9	46388000
10	400	0.45	-0.8	46388000
10	400	0.45	-0.7	46388000
10	400	0.45	-0.6	46388000
10	400	0.45	-0.5	46388000
10	400	0.45	-0.4	46388000
10	400	0.45	-0.3	46388000
10	400	0.45	-0.2	46388000
10	400	0.45	-0.1	46388000
10	400	0.45	0	0
10	400	0.45	0.1	0
10	400	0.45	0.2	0
10	400	0.45	0.3	0
10	400	0.45	0.4	0
10	400	0.45	0.5	0
10	400	0.45	0.6	0
10	400	0.45	0.7	0
10	400	0.45	0.8	0
10	400	0.45	0.9	0
10	400	0.5	-0.9	48252000
10	400	0.5	-0.8	48252000
10	400	0.5	-0.7	48252000
10	400	0.5	-0.6	48252000
10	400	0.5	-0.5	48252000
10	400	0.5	-0.4	48252000
10	400	0.5	-0.3	48252000
10	400	0.5	-0.2	48252000
10	400	0.5	-0.1	48252000
10	400	0.5	0	0
10	400	0.5	0.1	0
10	400	0.5	0.2	0
10	400	0.5	0.3	0
10	400	0.5	0.4	0
10	400	0.5	0.5	0
10	400	0.5	0.6	0
10	400	0.5	0.7	0
10	400	0.5	0.8	0
10	400	0.5	0.9	0
10	200	0.1	-0.9	44652000
10	200	0.1	-0.8	44652000
10	200	0.1	-0.7	44652000
10	200	0.1	-0.6	44652000
10	200	0.1	-0.5	44652000
10	200	0.1	-0.4	44652000
10	200	0.1	-0.3	44652000
10	200	0.1	-0.2	44652000
10	200	0.1	-0.1	44652000
10	200	0.1	0	6438000
10	200	0.1	0.1	0
10	200	0.1	0.2	0
10	200	0.1	0.3	0
10	200	0.1	0.4	0
10	200	0.1	0.5	0
10	200	0.1	0.6	0
10	200	0.1	0.7	0
10	200	0.1	0.8	0
10	200	0.1	0.9	0
10	200	0.15	-0.9	44278000
10	200	0.15	-0.8	44278000
10	200	0.15	-0.7	44278000
10	200	0.15	-0.6	44278000
10	200	0.15	-0.5	44278000
10	200	0.15	-0.4	44278000
10	200	0.15	-0.3	44278000
10	200	0.15	-0.2	44278000
10	200	0.15	-0.1	44278000
10	200	0.15	0	7594000
10	200	0.15	0.1	0
10	200	0.15	0.2	0
10	200	0.15	0.3	0
10	200	0.15	0.4	0
10	200	0.15	0.5	0
10	200	0.15	0.6	0
10	200	0.15	0.7	0
10	200	0.15	0.8	0
10	200	0.15	0.9	0
10	200	0.2	-0.9	43360000
10	200	0.2	-0.8	43360000
10	200	0.2	-0.7	43360000
10	200	0.2	-0.6	43360000
10	200	0.2	-0.5	43360000
10	200	0.2	-0.4	43360000
10	200	0.2	-0.3	43360000
10	200	0.2	-0.2	43360000
10	200	0.2	-0.1	43360000
10	200	0.2	0	0
10	200	0.2	0.1	0
10	200	0.2	0.2	0
10	200	0.2	0.3	0
10	200	0.2	0.4	0
10	200	0.2	0.5	0
10	200	0.2	0.6	0
10	200	0.2	0.7	0
10	200	0.2	0.8	0
10	200	0.2	0.9	0
10	200	0.25	-0.9	43914000
10	200	0.25	-0.8	43914000
10	200	0.25	-0.7	43914000
10	200	0.25	-0.6	43914000
10	200	0.25	-0.5	43914000
10	200	0.25	-0.4	43914000
10	200	0.25	-0.3	43914000
10	200	0.25	-0.2	43914000
10	200	0.25	-0.1	43914000
10	200	0.25	0	0
10	200	0.25	0.1	0
10	200	0.25	0.2	0
10	200	0.25	0.3	0
10	200	0.25	0.4	0
10	200	0.25	0.5	0
10	200	0.25	0.6	0
10	200	0.25	0.7	0
10	200	0.25	0.8	0
10	200	0.25	0.9	0
10	200	0.3	-0.9	44028000
10	200	0.3	-0.8	44028000
10	200	0.3	-0.7	44028000
10	200	0.3	-0.6	44028000
10	200	0.3	-0.5	44028000
10	200	0.3	-0.4	44028000
10	200	0.3	-0.3	44028000
10	200	0.3	-0.2	44028000
10	200	0.3	-0.1	44028000
10	200	0.3	0	0
10	200	0.3	0.1	0
10	200	0.3	0.2	0
10	200	0.3	0.3	0
10	200	0.3	0.4	0
10	200	0.3	0.5	0
10	200	0.3	0.6	0
10	200	0.3	0.7	0
10	200	0.3	0.8	0
10	200	0.3	0.9	0
10	200	0.35	-0.9	43772000
10	200	0.35	-0.8	43772000
10	200	0.35	-0.7	43772000
10	200	0.35	-0.6	43772000
10	200	0.35	-0.5	43772000
10	200	0.35	-0.4	43772000
10	200	0.35	-0.3	43772000
10	200	0.35	-0.2	43772000
10	200	0.35	-0.1	43772000
10	200	0.35	0	0
10	200	0.35	0.1	0
10	200	0.35	0.2	0
10	200	0.35	0.3	0
10	200	0.35	0.4	0
10	200	0.35	0.5	0
10	200	0.35	0.6	0
10	200	0.35	0.7	0
10	200	0.35	0.8	0
10	200	0.35	0.9	0
10	200	0.4	-0.9	42506000
10	200	0.4	-0.8	42506000
10	200	0.4	-0.7	42506000
10	200	0.4	-0.6	42506000
10	200	0.4	-0.5	42506000
10	200	0.4	-0.4	42506000
10	200	0.4	-0.3	42506000
10	200	0.4	-0.2	42506000
10	200	0.4	-0.1	42506000
10	200	0.4	0	0
10	200	0.4	0.1	0
10	200	0.4	0.2	0
10	200	0.4	0.3	0
10	200	0.4	0.4	0
10	200	0.4	0.5	0
10	200	0.4	0.6	0
10	200	0.4	0.7	0
10	200	0.4	0.8	0
10	200	0.4	0.9	0
10	200	0.45	-0.9	43866000
10	200	0.45	-0.8	43866000
10	200	0.45	-0.7	43866000
10	200	0.45	-0.6	43866000
10	200	0.45	-0.5	43866000
10	200	0.45	-0.4	43866000
10	200	0.45	-0.3	43866000
10	200	0.45	-0.2	43866000
10	200	0.45	-0.1	43866000
10	200	0.45	0	0
10	200	0.45	0.1	0
10	200	0.45	0.2	0
10	200	0.45	0.3	0
10	200	0.45	0.4	0
10	200	0.45	0.5	0
10	200	0.45	0.6	0
10	200	0.45	0.7	0
10	200	0.45	0.8	0
10	200	0.45	0.9	0
10	200	0.5	-0.9	41906000
10	200	0.5	-0.8	41906000
10	200	0.5	-0.7	41906000
10	200	0.5	-0.6	41906000
10	200	0.5	-0.5	41906000
10	200	0.5	-0.4	41906000
10	200	0.5	-0.3	41906000
10	200	0.5	-0.2	41906000
10	200	0.5	-0.1	41906000
10	200	0.5	0	0
10	200	0.5	0.1	0
10	200	0.5	0.2	0
10	200	0.5	0.3	0
10	200	0.5	0.4	0
10	200	0.5	0.5	0
10	200	0.5	0.6	0
10	200	0.5	0.7	0
10	200	0.5	0.8	0
10	200	0.5	0.9	0
10	100	0.1	-0.9	45760000
10	100	0.1	-0.8	45760000
10	100	0.1	-0.7	45760000
10	100	0.1	-0.6	45760000
10	100	0.1	-0.5	45760000
10	100	0.1	-0.4	45760000
10	100	0.1	-0.3	45760000
10	100	0.1	-0.2	45760000
10	100	0.1	-0.1	45760000
10	100	0.1	0	39318000
10	100	0.1	0.1	0
10	100	0.1	0.2	0
10	100	0.1	0.3	0
10	100	0.1	0.4	0
10	100	0.1	0.5	0
10	100	0.1	0.6	0
10	100	0.1	0.7	0
10	100	0.1	0.8	0
10	100	0.1	0.9	0
10	100	0.15	-0.9	44482000
10	100	0.15	-0.8	44482000
10	100	0.15	-0.7	44482000
10	100	0.15	-0.6	44482000
10	100	0.15	-0.5	44482000
10	100	0.15	-0.4	44482000
10	100	0.15	-0.3	44482000
10	100	0.15	-0.2	44482000
10	100	0.15	-0.1	44482000
10	100	0.15	0	38658000
10	100	0.15	0.1	0
10	100	0.15	0.2	0
10	100	0.15	0.3	0
10	100	0.15	0.4	0
10	100	0.15	0.5	0
10	100	0.15	0.6	0
10	100	0.15	0.7	0
10	100	0.15	0.8	0
10	100	0.15	0.9	0
10	100	0.2	-0.9	43556000
10	100	0.2	-0.8	43556000
10	100	0.2	-0.7	43556000
10	100	0.2	-0.6	43556000
10	100	0.2	-0.5	43556000
10	100	0.2	-0.4	43556000
10	100	0.2	-0.3	43556000
10	100	0.2	-0.2	43556000
10	100	0.2	-0.1	43556000
10	100	0.2	0	38734000
10	100	0.2	0.1	0
10	100	0.2	0.2	0
10	100	0.2	0.3	0
10	100	0.2	0.4	0
10	100	0.2	0.5	0
10	100	0.2	0.6	0
10	100	0.2	0.7	0
10	100	0.2	0.8	0
10	100	0.2	0.9	0
10	100	0.25	-0.9	43108000
10	100	0.25	-0.8	43108000
10	100	0.25	-0.7	43108000
10	100	0.25	-0.6	43108000
10	100	0.25	-0.5	43108000
10	100	0.25	-0.4	43108000
10	100	0.25	-0.3	43108000
10	100	0.25	-0.2	43108000
10	100	0.25	-0.1	43108000
10	100	0.25	0	38868000
10	100	0.25	0.1	0
10	100	0.25	0.2	0
10	100	0.25	0.3	0
10	100	0.25	0.4	0
10	100	0.25	0.5	0
10	100	0.25	0.6	0
10	100	0.25	0.7	0
10	100	0.25	0.8	0
10	100	0.25	0.9	0
10	100	0.3	-0.9	42620000
10	100	0.3	-0.8	42620000
10	100	0.3	-0.7	42620000
10	100	0.3	-0.6	42620000
10	100	0.3	-0.5	42620000
10	100	0.3	-0.4	42620000
10	100	0.3	-0.3	42620000
10	100	0.3	-0.2	42620000
10	100	0.3	-0.1	42620000
10	100	0.3	0	39072000
10	100	0.3	0.1	0
10	100	0.3	0.2	0
10	100	0.3	0.3	0
10	100	0.3	0.4	0
10	100	0.3	0.5	0
10	100	0.3	0.6	0
10	100	0.3	0.7	0
10	100	0.3	0.8	0
10	100	0.3	0.9	0
10	100	0.35	-0.9	43094000
10	100	0.35	-0.8	43094000
10	100	0.35	-0.7	43094000
10	100	0.35	-0.6	43094000
10	100	0.35	-0.5	43094000
10	100	0.35	-0.4	43094000
10	100	0.35	-0.3	43094000
10	100	0.35	-0.2	43094000
10	100	0.35	-0.1	43094000
10	100	0.35	0	24132000
10	100	0.35	0.1	0
10	100	0.35	0.2	0
10	100	0.35	0.3	0
10	100	0.35	0.4	0
